Income,Debt,Net_Worth
26414.09874413363,-58384.94941540087,-25316.682434349455
70437.45737692917,-70979.56938093499,18870.062360631677
12990.2578458697,-9726.418787113931,-5519.391713041619
4005.2139275088184,-123170.91366845217,-122945.77873112552
17107.015194352854,-4549.517711415166,14871.956708193411
8790.417925003143,-6769.989489440274,8485.323812820576
132747.50429403124,-6108.495008027152,124482.33291052777
82544.35402422847,-67326.57342552398,6488.16969416748
50174.70952602655,-31864.8716560411,27123.913159221156
102575.98652604065,-4949.928787509113,104837.41136398735
81398.44703702781,-17411.885846696157,54823.820184694414
10324.773817931953,-28658.590066438854,-4779.3882374519435
111540.67026177805,-2614.6207600097205,120628.03659373436
38754.995098308595,-64218.1632102682,-24120.203139481673
82367.4145651783,-48828.596533608244,34334.79665533042
113212.13246431157,-21108.459842455082,97644.25033301556
19136.535820915924,-102452.75769150263,-91933.2525731493
5829.608006192541,-16226.226810881844,-10096.304013048482
12934.337306969068,-124262.56129353523,-132852.05943265796
27852.884637430718,-33071.38114904067,3546.059943419399
85191.48633194725,-30208.731284805628,39367.82282272303
98567.24859399167,-5444.033871199043,108157.4130070826
348.82045908253235,-64093.75872264167,-67046.13920322365
35743.80796692779,-16731.73594050676,16895.40220710926
27013.666045933565,-5310.472334480532,15425.854650607977
12558.366913791224,-380.6300736880687,9297.348100882391
6384.019577282341,-24612.76325141627,-4043.43022265356
20595.428993121623,-22485.153439755093,-26767.811011984264
143156.0561345575,-38119.79534241282,117805.91465302656
19519.19014407372,-66288.70817206285,-43389.28321697205
36572.6402880076,-2482.1040054164846,22020.31980401896
60704.348844042746,-39446.73881281778,10504.48610073259
22598.724948348117,-6225.929824658075,33136.725395772075
178389.90691458498,-58595.275577056746,110339.56253810092
164100.4932270699,-51288.27643833013,101278.71168278018
14503.064749610265,-23347.675028973015,2528.535144284542
34382.963923192365,-37161.35829936188,607.1343866896304
17896.523003952338,-11321.644518341895,-2804.3772797535457
16762.483819054087,-19112.528603683848,-183.79503058357113
1879.2238882761267,-51718.01717876888,-60096.32012689553
47024.60354912966,-18444.789552722475,39588.02798063323
34925.98164148192,-13285.583885596689,32254.10740461657
2642.554369019624,-20449.15662254593,-12486.540265306872
16331.296050518467,-52851.32985802272,-32903.42319503408
119443.04755446702,-12248.43421393001,124806.49458921075
13693.027607103853,-5726.157568238868,7963.7333127472375
7826.543049273488,-37345.30445205851,-41337.502656993034
33613.60547368181,-52457.24319854694,-14348.898596542058
212201.84913076297,-3182.0722829426522,229880.24734319147
13857.24067798631,-8228.136549244058,-4518.490803116269
55757.75051486467,-4593.556021825054,47549.566826099755
71694.38131197315,-12828.625846681685,63030.21584630599
13566.65861679029,-17954.260437606365,-4926.650310873467
65137.44642461581,-41448.32083451468,13866.089786327986
22926.1399632152,-31593.189766065047,2551.528759454861
50025.187386588565,-29100.91846046793,44124.67614629323
50191.89135688191,-13033.30114220913,39119.90480491186
38369.26249761744,-55250.095351029246,-25921.515750771807
4731.457940581048,-19119.295321317783,-29877.442631271486
90182.23971231485,-116047.27249784673,-23285.27297332007
19340.51468336983,-30165.31131029318,213.9768062392286
10321.605330377826,-4049.335715430758,11023.947079900885
2081.48798971726,-33826.79833532266,-31769.348754793937
44688.92022972917,-11795.900907588308,27000.3028042478
56592.58671336744,-34782.14592074659,10888.804465439955
836.347377923531,-2165.54715208633,7018.313489086024
35881.52922747442,-5766.845713773645,39252.399727556636
12841.207352747882,-58083.57153054391,-60699.662044703364
51806.2170773846,-7731.256299203546,59973.35055998789
9580.211126956689,-54427.72236338496,-39106.799027488254
58710.626378385954,-9824.974181362419,62881.598648481464
24447.93504905509,-30890.663032507047,-19864.00546830311
138017.19089021537,-35539.87105288916,88819.07828317182
7397.220671963947,-21563.474438656485,-15655.946864365507
20856.621699758587,-10928.716505669463,14955.749463041066
6022.214251849821,-7172.257804940574,16813.564676178885
129309.51985753619,-1012.5785763168216,135357.73041937067
104916.6853580497,-10869.858357036279,91620.01423289308
14916.368503074445,-31766.992382766603,-27114.315956351078
53938.136952195724,-83566.48337728121,-17328.34069789399
84974.20363196106,-61485.87798289198,13841.271391561935
40506.6180343254,-43581.33074242134,13209.972839627277
37713.970509697305,-46598.44030241104,-11728.316288778831
13843.852271895157,-32807.390517650194,-3057.717519576534
4886.3070237470365,-9044.784398918106,2630.835525421714
113756.16125972614,-71317.65276585272,41068.55359944884
115338.72138242134,-33326.526522602064,76818.23114155802
50133.495974144236,-24659.47463659141,22064.942564092027
20702.325490566196,-3529.3859365279395,21456.106477790632
21478.380790582196,-17774.931701518115,4475.014051241248
64723.2714863559,-18505.494744089865,40279.66266157899
113704.86745536262,-59977.59575570893,52070.95759647737
109056.62846983067,-23732.60696957293,86109.79179744924
75678.10959654517,-14360.461693427354,40030.3069589697
51365.53467838525,-112908.51481057017,-56961.29898429793
4394.586309804203,-3520.313988802755,-8922.93992616662
8814.710734170574,-16473.92095954005,-19192.534257426923
114411.52500887528,-1287.9977492064422,96250.08378856174
46624.69734827948,-40401.148489894375,-11715.3761202938
461.9802805497205,-75059.10093491634,-88151.5956854895
5349.8450717974665,-9856.677447420581,-11597.041951928019
54458.11936451205,-58630.11886538489,15360.591874392845
253.72185258985013,-10368.58403754898,-15373.65894391117
8765.790805209952,-72496.19353841913,-61952.90167052887
39784.89230694658,-42068.06674836508,1721.6394236447854
58865.76433274063,-49028.33301529316,11148.083179605961
52772.07410676243,-545.1193924249338,51452.520107077566
12697.493365401224,-98751.74917309191,-98007.19344368314
62270.86444492694,-38912.37156494049,37867.76836277857
13541.187952640295,-10904.560841931689,20708.593547087457
19681.745445904224,-53052.07114814723,-50196.91264346986
68617.87758328953,-9918.572328219574,48459.01934620616
52438.6907151384,-61848.9539224325,-12208.366631064158
94597.80387317005,-3583.1202744328266,81369.30564963531
53590.66440848812,-36490.0650013256,22160.25494172117
42002.21527936287,-23341.45112901766,11378.04212627908
4917.853072420524,-3045.5196457952857,23522.894104691262
22920.815360351,-8307.955046649042,26518.34625713792
15408.007392941558,-374.4482542508406,17159.299445012864
13985.010183121063,-18976.69129980846,5278.181516509927
180615.4703081463,-10754.522845115835,180919.95170660355
24969.37485200119,-27365.78551246716,-8035.8855410484
111302.76056242613,-10582.101598357101,92558.48651864938
49866.719286824155,-10696.781868740223,39951.3680477804
79191.26263442,-40782.93668481079,47024.687194588645
34921.76621943852,-1480.208797198661,34832.16140877403
43007.79513207925,-69958.87086573536,-42721.040555566084
33914.67166708467,-57369.82594842229,-31483.39872084604
10860.744766261925,-33060.96538540236,-22939.94925508422
64088.09015329019,-26984.599202290206,36346.834907741686
16478.868418313148,-66852.86671329167,-30648.576527080444
1230.8240540344307,-6149.171282519663,-18778.226652475212
51848.439314763695,-2467.8528097230724,54436.478923399365
9746.678511241134,-8213.776201029566,16424.033393494465
141054.15736366514,-47480.70707588202,116287.94774201108
153878.12063940117,-1058.566304859795,148775.58010270176
123175.49423169208,-26226.178176587015,101863.61058230707
23114.369824868336,-161696.6432658025,-132884.6698689477
778.8657685972191,-58075.012315073065,-55341.32923094294
131776.17286659448,-22109.567160264534,108678.1536939369
27946.913852653066,-1972.6869645759455,30333.98078307758
170042.1008061028,-53402.07462980218,91317.56532410378
165686.77380651026,-27412.207726311164,145095.2609808254
95869.35085897095,-3662.757819084519,93468.3720765061
17438.803408608015,-2956.7538922338454,12257.300548591515
24314.59660493468,-72114.23192353017,-27331.013361399917
95236.33262390399,-33187.263320641534,55299.72911535693
19057.311571535854,-53033.109585672144,-38006.5579047866
9285.93081478774,-63353.711122648245,-34152.247285813166
40686.84960301139,-25443.010111947606,6923.226442565217
137564.6735403521,-21859.89528934736,110203.62542163934
59541.27988789686,-16886.07126283723,41184.95439075113
42205.61682178278,-11435.466603401495,39177.495039676774
5111.4098674661445,-17106.440696494014,-9917.005755494736
47726.53577588589,-44600.63774000178,-9800.35543563852
230528.48739231587,-27633.32723451331,197573.47452653068
7546.029332113208,-66914.43316888009,-65441.948168888994
36524.76624907518,-17576.17571765832,18176.38007918641
104930.43189503973,-28025.208862958665,81163.65961837936
67501.7124176835,-29933.773790727795,41749.996185835436
59703.72126508365,-26872.38391978539,15071.219804814242
60614.3778112245,-36383.724376589336,34870.06331024372
22274.617115747456,-8131.965591498382,16668.33998421531
17378.10421335476,-21545.567907072418,9677.856782221405
82868.72536298561,-3301.9738043499246,84008.7348315424
83066.40995435145,-14560.16212497179,79519.47740673728
100897.50236839574,-20063.418260062597,85499.53722283442
122230.79809183182,-31685.92292757865,104007.13272628066
35804.661846645184,-90192.30393695828,-49165.13573013531
34809.218877559964,-27537.591729993008,6292.474683137916
80047.49661542437,-40829.78479069776,61942.05902919543
52485.95374439001,-21172.75466567032,40203.570301518615
60527.532425575846,-30162.186741522048,36102.78989409793
79430.97374771025,-2207.207354883901,64460.722227442995
110366.17381733835,-8806.641716554173,88676.45592614879
20624.12035688271,-13475.602821284714,10075.67235701653
23546.839436377817,-19187.81449701626,5814.236917043963
4934.801959368028,-1401.7045200702362,-2608.1282107853694
43170.70133047173,-4525.527316139916,40055.00101045242
1830.20521054285,-9722.677623100235,7993.796867878573
31330.34740910548,-106769.96697694772,-68485.59482233925
39114.7292843563,-12074.70145932336,15629.942727505553
16881.533015726123,-19735.77907886253,-3969.3343345658454
44681.62650730876,-6548.326513369289,30083.635185413863
1548.7531050737273,-28308.321754197477,-30636.56781320936
1903.1749641394692,-9883.602837342361,-12116.58452949932
86467.5684769068,-6957.680956477506,74733.43169438925
22329.251210387236,-21805.625679732617,-12027.72818907933
6794.4520648714,-165.63035811929316,5352.274891570205
36932.679413950784,-230.80656811200905,31095.79647736568
73482.39702228676,-7418.047106022918,36769.86301624117
12155.900171495168,-1122.376975145875,31563.24344136592
48760.98093282464,-3429.5405748829867,56219.13690010837
4460.551449494865,-12413.719302150927,-11716.175101906023
2653.25479551547,-48673.518282769386,-45832.072989847926
37895.447031276046,-25462.37227773938,716.5312803610468
38895.52213473711,-21564.273029641878,34288.47788320389
50726.8724102308,-10422.487711099422,59277.27164686249
64748.028145834214,-80538.97030758648,-14224.004879287022
186177.85043499965,-15175.890797240048,181237.26607961304
36314.55596151781,-2733.6303034972675,35333.793447359785
19500.98570529894,-28796.819286298618,-22663.087969758984
79282.69898663432,-3625.6783461198875,71538.78695087785
15792.573271806865,-12703.823322697968,4408.029616828468
28899.171563665066,-21242.46089159238,3111.2334846382428
4085.258429183495,-62197.230068967496,-60298.50441413436
1283.880477073719,-20409.68773967859,-20039.802837696014
164368.9961634301,-36345.915362775304,127214.29582200019
90388.38210575313,-148080.4722593433,-57169.50524861534
59532.13663996708,-4229.254977479447,44696.830998521626
26292.982223257095,-9636.40149140705,9486.419240570682
9515.326807105437,-15054.790945094248,-18385.306794988504
8506.037078642707,-16436.52556564392,1847.667009860792
14400.29945632918,-15880.946322188483,-22537.11628426255
39839.53241566573,-71452.42148135744,-20076.985632522454
62692.46438883879,-37556.32848508276,38999.62987638446
53969.517484839926,-28087.550028952577,22860.161586061135
16420.613069449795,-11104.649694881966,-20715.407503705155
154905.17492781533,-52082.429816331336,99209.63949181109
66950.87024376132,-93073.15181394469,-26764.123183071555
40411.524096566565,-51644.33432595198,-21338.79242867455
47301.523601871755,-46.989937441252444,42102.34972634808
27201.89327660257,-30351.140552013636,12152.704713222445
14233.064613703174,-1574.6744248513369,19307.66181186925
22000.70646615562,-8936.30469667427,3818.7606257003517
70909.09238783566,-1841.0968074589894,53092.003884422345
724.9039860402138,-27774.740043863763,-30320.009233921257
6169.019611998802,-34807.28296334281,-30772.83114484839
2354.718847626026,-3647.66584370439,3669.044877554799
2079.0725958646212,-14527.403884480813,-17801.498414292782
96710.15168078293,-18277.226573123677,83547.92086127786
60812.030585034416,-13816.00344356218,66347.56754207452
32139.22972064462,-3869.964709923519,36424.275235163725
5147.845922390663,-16287.439925516424,-11620.479076433487
33825.89828986166,-41730.53069184222,-9736.137112513508
32072.51660471856,-2209.6437152170834,26296.141547702762
9509.73564001125,-2507.3188669427936,18808.8258975899
28444.95656511619,-13144.51316209291,9027.308943510252
25416.830729160345,-85277.82916583522,-59408.77134667506
47836.12164565673,-33130.39916522753,15217.70149924005
50405.7268020456,-34058.59535099049,11329.289522939796
2318.1162010267367,-13478.74791869417,-24885.28719650844
23469.200232753075,-27017.009357203384,-318.064088273627
49156.24973913642,-305.48561257629257,48240.724408006296
34971.972630389486,-30325.959297781275,9648.418026973908
97067.47265877193,-73354.52578619438,18376.943808185883
53748.73820274989,-28446.8713167853,37510.07987409507
8892.643438365367,-62072.52339712631,-61947.617770879384
3659.1218128120418,-38617.70378721482,-17838.179134223858
51419.70735544455,-3854.0441107799115,30089.298146382025
1343.4536333697215,-69822.72347945323,-64131.5692005146
44067.36889036453,-2062.624853704113,46759.050861926655
140862.7727693576,-22904.995376785406,110002.20671316338
42839.12227887722,-4599.330306225468,42483.73135126188
24565.034611195362,-353.2701784344608,37006.95113036249
51541.35789224909,-16447.22056931213,12925.94892939632
30647.798702554563,-10488.456575711329,25186.79020175138
39440.71802881601,-19965.989226694775,-5457.979401179542
141906.35731164995,-25825.672712772222,106424.03656364564
24396.376367509358,-1341.7339876773767,39346.306028841434
162454.5930753377,-3937.5613165404443,152699.21142487673
117878.80918849596,-24536.9951918474,81603.01435255884
10894.8130470225,-12609.780485731737,-3694.344728556055
3594.207765157851,-39188.30515684375,-14915.034010050378
5311.26677408151,-31691.736637551305,-44697.29233553006
919.4943923616852,-56047.10698492105,-65640.7117089528
4960.250582787707,-35377.705923080925,-15443.138508496953
57443.743628858356,-16859.940258120187,59160.826806115496
3692.481347321351,-33530.79123316845,-30872.62212874994
19207.859414743423,-9663.285599403878,-2845.95320992688
93176.30200486386,-10972.054436429835,103162.68258652561
1177.3501590355754,-46674.80447550952,-29553.030398981977
84226.52530929793,-17740.44386747026,73275.55131945
16554.173341981474,-48041.16690808039,-39611.017055473116
6287.505991455382,-51850.423026656186,-46053.21044358118
59657.77042199567,-58465.52496773836,-411.3553561909971
49569.958821661014,-74535.88652979532,-21657.414661978524
104970.79070434734,-16915.46612099428,102565.33896466643
66414.67893822002,-11519.922724294416,63688.92662529963
81349.79029969891,-26182.4828955025,44393.54663434883
16566.69311533693,-13916.945489177699,16414.712126354607
9766.66480202235,-27569.3928322579,-14671.406630103997
69437.81980027125,-36683.03617108383,39625.44158777657
82210.45916217098,-34981.53212022262,61894.335634734394
232850.24450701152,-14078.655127223397,207655.7868846526
26603.96770763025,-5476.614774144491,20769.09714642113
23262.195598086637,-16891.440407935832,1056.2096765586548
74897.72516717935,-4615.316849583015,54603.81406394177
20836.683546537657,-66244.723216112,-41940.93989352515
133506.89621996632,-12733.817285218202,145888.64445059234
97741.95785831245,-5033.385105755997,74307.79530749893
28017.780472107985,-773.3146319002998,26921.65972971298
69489.23582477306,-31138.702740618217,44755.962434902576
70231.64934275085,-30392.5014899046,41069.929869408064
5441.875940335901,-12492.938013322248,-8182.34259814375
116422.2840433816,-2232.3938932882356,101197.72651563514
35185.37448783772,-15810.118443352387,21703.123473886968
87566.6278761665,-11184.891765848499,68814.09634015874
19286.771308225416,-33914.295694761044,-36526.74143632116
112939.5257272963,-27925.32738017507,96960.12055225855
24649.42270300856,-13604.720596766752,20628.560304662235
544.8403307587739,-7372.894476727448,-6311.444377457876
117895.36484812268,-132775.5092809359,-12589.39755075618
4786.280527423763,-18154.17817395881,-2624.7175193794355
19232.681669251946,-34968.94315557974,-13492.86491854697
149848.6191594143,-4543.982462840476,154344.81224418696
150397.47700519947,-19942.02246806762,127480.63252839335
42599.86455276319,-837.6888726877594,54882.0130658149
49961.50401952623,-21123.52108412106,32045.840194732013
29750.73318114288,-99741.59965536445,-68050.34703816284
17351.13893730985,-14545.318343842258,-9894.790293652728
19924.316727519486,-1193.301623243494,21600.57364729308
55816.17899642531,-943.3513417750961,46553.2784797057
69791.89368315386,-14730.040878902444,48679.025538966474
78409.77081105743,-5231.492215533925,65024.52231236229
77941.55159243708,-708.8723124360168,66570.32996100883
4781.847327015972,-42343.887124287314,-16314.325767101724
34102.4798286678,-18403.64113361446,29012.22931493737
2964.08532243689,-10242.815184880068,11924.945158999435
39873.06578476965,-69102.5180796463,-41458.40249043229
29127.763749364178,-3703.6627049359595,26136.638543537145
109330.93321104006,-93651.67644422923,2744.180514769867
21609.580973394255,-11304.874064715788,3347.7581367078265
6225.298877622543,-65786.01406704324,-68741.98502358646
7715.382727105968,-27710.253620543168,-7599.030829021585
71671.52735395469,-52583.20654129152,15126.024031645575
48145.28398740175,-124079.68788000847,-65250.61055566655
5330.4356122692725,-10207.40894695835,1164.2355611961011
4392.776083430254,-97430.20997878964,-70001.0463743115
60360.423582654985,-14803.419890748655,30762.56146050909
3777.304476289857,-14608.971696298806,1760.6651778590403
86259.29269042907,-12483.064128914388,85240.63726552196
61249.98765650025,-23387.804906816407,28128.394369413494
4242.437529015603,-5022.221397356598,9291.549496390602
4432.693388890335,-24203.68926874702,-16409.5462495944
215772.9281029046,-23407.25364268538,190090.91186068516
23441.87912761448,-43052.16414919487,-27849.639891300387
23152.763023765623,-53809.8314312536,-37848.16292197984
83778.77016413385,-17418.207946351966,86858.68317564114
147108.2268981622,-10800.4117448684,136314.6433428686
213438.6969800992,-9006.201271264119,212253.79572414968
69994.96150581709,-6493.374813303657,55592.5928758379
23601.049980956283,-1781.278734251424,14021.24178448847
4359.699684897863,-12576.941952509693,2602.6058248875925
75062.12702273128,-9451.503201155068,52114.861706060896
40868.020378074645,-101812.40347288983,-65096.520773867895
27601.656265248686,-24473.605489623464,3468.3248863475433
118411.88377390453,-12798.074865513025,106727.53492679202
5894.010398594012,-26058.435708677178,-21955.35816024473
33925.255468647716,-4496.677725064343,33386.775554542604
570.9294716270834,-17611.97020328709,-10112.483173481887
31617.71847914631,-29523.78617346034,9440.307760279273
2897.521553296289,-20135.57312938425,-27096.08966276623
6324.549796558561,-15413.840845672561,-11930.84202840197
6251.311600372814,-152731.2379182738,-134532.29769913162
52378.41932034858,-63686.7000074039,-2361.8088113166013
68529.88587982363,-29297.624514204235,25503.66685080876
43777.688860143426,-25275.693611434104,22016.79425223134
163736.01045511884,-29079.709299598628,114874.04866177212
23489.828896013358,-6743.550977573552,17215.6269390435
16823.457871027935,-15082.635650705906,20718.4923877818
101475.12690851148,-1207.7749909728063,90788.42474484882
12654.10338659267,-19361.928871307387,-15051.05593963054
165143.50531259555,-23493.770512589235,149290.0326157349
611.4472179484654,-7753.398163768371,-22569.966097916364
175126.34614397408,-99751.1391569933,69047.65668813039
2205.9499309250946,-72057.1205219593,-63886.759215216676
110886.06145800043,-38419.48600571385,66123.71697539254
37507.162517469515,-22867.627891977972,12279.834753381827
247841.43039630164,-61199.50869547862,194083.77880397337
3833.0687977227467,-4200.365072286928,3848.164560801431
40355.48318666744,-46892.34874284705,-3868.6815932255854
174178.76106280024,-3999.7988865607153,166787.73938353913
37022.1966590522,-47427.06801522506,-6704.260203483305
49631.41451905937,-9679.28699374028,38714.800724321525
59495.06190583871,-62889.228778513476,1183.889226583081
30306.387783847546,-86494.6663905049,-61157.59885783715
49383.7086504011,-4833.1027564382875,42724.9161501674
43891.29309028778,-18634.598383773497,15357.116780994142
115711.63847413237,-118879.56639428914,-3518.0040202191285
2325.573087174049,-19815.023774621433,-25599.459323735835
16492.13629493792,-59753.366257956375,-54401.69446463839
150199.80029304657,-26655.271407727498,126131.14036387295
110483.7914226743,-14115.948638410926,98495.24054283997
30408.763097981002,-10097.076571802278,28140.423875664448
48396.651436948865,-6815.416587251591,37269.97915394628
16243.670994756507,-43039.11087650866,-22714.911413384598
10420.208071803225,-14659.231284071277,1268.95251046858
31152.929940204936,-21478.687968421862,14121.980050099022
21797.67673083667,-20337.442362267273,-6796.302459452025
43812.18530033215,-25831.288835206502,19474.53128783754
4046.1142216592393,-60202.94453739441,-52515.427355188556
183248.00612612837,-118490.72374007048,64829.06705513731
214193.27877762693,-15706.396207460006,177622.1059864561
59893.19409563947,-52724.0322569206,8774.058078453672
38403.92172060449,-43384.87189507759,17144.360219499325
18518.965077718,-25566.323875339884,-10647.751485191711
84045.35837439983,-93739.12995593804,-16974.542560091424
57716.47918244078,-6712.106151133505,54737.85862842126
8873.68270502442,-3471.222834592935,8526.2419750972
120915.05459995638,-57716.64572678358,75125.76052733694
86449.72556836357,-17349.043858424295,56522.0001508504
149586.9262516718,-56313.414330977794,100587.31444644392
64680.20020980672,-67073.09517861351,3511.32564370784
47520.20097956864,-1934.7986606275022,44163.93694953568
27085.125329655668,-64486.847642109686,-34014.84913323712
134950.91807735592,-17843.561960052743,127401.93093328676
100519.61900234601,-21426.98724738317,87815.78555524735
2313.646932656139,-29552.54976255906,-38669.095950640214
1336.0408433255682,-78266.21878694327,-68728.59607606285
23617.38807916314,-579.0350809675753,22391.46694787038
83182.38614980431,-19436.2369181347,64474.890211824764
218213.77341100838,-34915.84794400975,184029.89537701558
8150.475496723984,-38480.41252635314,-31832.36691761175
45086.20651078679,-35381.569971333236,21621.711510524205
23973.684987904806,-4331.18866785928,18805.316721553405
175185.42771879814,-10674.35613929322,153315.61029567322
92295.66037168173,-13328.46367228004,75031.89813970441
91109.50232349287,-48956.21288359564,43940.236608001986
31620.778556988676,-9803.49447529896,34109.43192466022
26791.74681636745,-7098.452737087457,25724.24092876833
15969.444607503061,-94710.86606850025,-87246.77424846764
2901.348192241811,-267.0839301685571,27486.16342886217
100021.30700016551,-183864.6898171226,-81195.62970717729
83805.87196249615,-33886.4956331026,62673.2837093837
408622.27989090414,-52889.7904931511,354215.3450619807
284743.6700372167,-10470.532755147618,279606.7297291236
40532.5796320697,-432.56189214034566,48494.702785113404
73264.15451031303,-40167.38635304101,45278.71527481459
144808.5841437218,-53899.16809480202,101483.09910270202
94738.60073546229,-40467.198106442826,62993.37262974924
14207.622229057326,-4624.28045130665,6432.47446580959
29941.341369993224,-42003.02770812762,-17779.14675769501
6914.817215654432,-43950.100431840496,-33709.20811294409
154011.18932208544,-32235.787419956432,131106.6826255397
46592.385129430906,-43587.891770772396,777.2863508924397
12980.186270924185,-56108.78024036415,-32476.8743122961
55691.47695866251,-28526.784729387913,41690.85968413639
48133.521737153584,-2783.3571718474723,36186.95537457192
22171.023114855303,-20061.119513628666,-6259.3034367361615
6026.9560699234635,-2424.89389722976,2198.311583640339
